time,latitude,longitude,temp_C,dewpoint_C,wind_speed,RH
2021-04-02 05:00:00,23.25,72.5,30.394196,17.94571,1.5569302,47.367718
2021-04-02 05:00:00,23.25,72.75,29.72232,20.254303,1.8274194,56.85142
2021-04-02 05:00:00,23.0,72.25,29.614899,17.045319,1.1360211,46.800606
2021-04-02 05:00:00,23.0,72.5,29.874664,19.641022,1.4378575,54.254784
2021-04-02 05:00:00,23.0,72.75,30.112946,20.418365,1.9818686,56.15491
2021-04-02 05:00:00,22.75,72.25,30.181305,17.900787,0.77987397,47.814167
2021-04-02 05:00:00,22.75,72.5,29.616852,20.56485,1.4559267,58.30468
2021-04-02 05:00:00,22.75,72.75,29.706696,21.443756,2.1156023,61.222065
2021-04-02 06:00:00,23.25,72.25,34.00815,10.681793,1.5358667,24.135654
2021-04-02 06:00:00,23.25,72.5,34.22885,13.658356,1.7461286,28.99579
2021-04-02 06:00:00,23.25,72.75,33.64682,16.593903,1.9574702,36.173363
2021-04-02 06:00:00,23.0,72.25,33.344086,13.533356,1.2192065,30.21919
2021-04-02 06:00:00,23.0,72.5,33.625336,16.127106,1.5857818,35.15647
2021-04-02 06:00:00,23.0,72.75,34.02768,16.927887,2.038954,36.170277
2021-04-02 06:00:00,22.75,72.25,33.920258,14.670074,0.7934589,31.496462
2021-04-02 06:00:00,22.75,72.5,33.162445,17.95523,1.495121,40.50916
2021-04-02 06:00:00,22.75,72.75,33.387054,18.988434,2.0933537,42.676247
2021-04-02 07:00:00,23.25,72.25,35.00638,9.938141,1.8216561,21.72692
2021-04-02 07:00:00,23.25,72.5,35.141144,11.805328,2.020915,24.413822
2021-04-02 07:00:00,23.25,72.75,34.543488,14.207672,2.1766305,29.526037
2021-04-02 07:00:00,23.0,72.25,34.33841,12.328766,1.405731,26.421177
2021-04-02 07:00:00,23.0,72.5,34.53177,14.078766,1.7773439,29.299662
2021-04-02 07:00:00,23.0,72.75,35.00638,14.5104065,2.1976802,29.345957
2021-04-02 07:00:00,22.75,72.25,34.891144,13.176422,0.92333573,27.084137
2021-04-02 07:00:00,22.75,72.5,33.986847,16.233063,1.57728,34.68679
2021-04-02 07:00:00,22.75,72.75,34.21341,17.139313,2.162066,36.280136
2021-04-02 08:00:00,23.25,72.25,37.960754,8.333527,2.1480887,16.58485
2021-04-02 08:00:00,23.25,72.5,38.031067,9.575714,2.3205736,17.965803
2021-04-02 08:00:00,23.25,72.75,37.43341,11.882355,2.3990006,21.636421
2021-04-02 08:00:00,23.0,72.25,37.230286,10.700714,1.6604493,20.230577
2021-04-02 08:00:00,23.0,72.5,37.32794,12.067902,1.9658749,22.028679
2021-04-02 08:00:00,23.0,72.75,37.792786,12.243683,2.34396,21.728348
2021-04-02 08:00:00,22.75,72.25,37.634583,11.294464,1.1404608,20.585575
2021-04-02 08:00:00,22.75,72.5,36.65216,14.685089,1.613782,27.10653
2021-04-02 08:00:00,22.75,72.75,36.829895,15.677277,2.1613195,28.61095
2021-04-02 09:00:00,23.25,72.25,38.936127,7.303131,2.1461189,14.6673155
